mean_satisfaction_rate,mean_runtime_seconds,mean_unsatisfied_clauses,full_satisfaction_rate,full_satisfaction_count,run_count,best_satisfaction_rate,worst_satisfaction_rate,worst_runtime_seconds,algorithm_name,instance_name,n,ratio
0.9983333333333333,4.184688500012271,0.5,0.5,1,2,1.0,0.9966666666666667,7.8326221000170335,Genetic Algorithm,3sat_n100_r3.json,100,3.0
0.9953488372093022,10.859935500018764,2.0,0.0,0,2,0.9976744186046511,0.9930232558139535,10.9565763999708,Genetic Algorithm,3sat_n100_r4.3.json,100,4.3
0.9808333333333333,14.192496599978767,11.5,0.0,0,2,0.9833333333333333,0.9783333333333334,14.769116699928418,Genetic Algorithm,3sat_n100_r6.json,100,6.0
1.0,1.9153548500034958,0.0,1.0,2,2,1.0,1.0,2.9506102999439463,Genetic Algorithm,3sat_n150_r3.json,150,3.0
0.9945736434108527,9.951037949998863,3.5,0.0,0,2,0.9953488372093023,0.993798449612403,10.13196050003171,Genetic Algorithm,3sat_n150_r4.3.json,150,4.3
0.9816666666666667,13.07770815002732,16.5,0.0,0,2,0.9844444444444445,0.9788888888888889,13.833029499975964,Genetic Algorithm,3sat_n150_r6.json,150,6.0
0.9991666666666666,7.149836500000674,0.5,0.5,1,2,1.0,0.9983333333333333,8.301184899988584,Genetic Algorithm,3sat_n200_r3.json,200,3.0
0.997093023255814,10.849140100064687,2.5,0.0,0,2,0.9976744186046511,0.9965116279069768,10.948668400058523,Genetic Algorithm,3sat_n200_r4.3.json,200,4.3
0.9804166666666667,14.319675950042438,23.5,0.0,0,2,0.9825,0.9783333333333334,14.381772699998692,Genetic Algorithm,3sat_n200_r6.json,200,6.0
0.998,14.918454099970404,3.0,0.0,0,2,0.9986666666666667,0.9973333333333333,14.979614999960177,Genetic Algorithm,3sat_n500_r3.json,500,3.0
0.9846511627906978,20.452079400012735,33.0,0.0,0,2,0.9869767441860465,0.9823255813953489,20.52727770002093,Genetic Algorithm,3sat_n500_r4.3.json,500,4.3
0.9718333333333333,29.682582650042605,84.5,0.0,0,2,0.973,0.9706666666666667,30.088814900023863,Genetic Algorithm,3sat_n500_r6.json,500,6.0
1.0,0.09348585002589971,0.0,1.0,2,2,1.0,1.0,0.09689319995231926,Genetic Algorithm,3sat_n50_r3.json,50,3.0
0.9906976744186047,4.939495999948122,2.0,0.0,0,2,0.9906976744186047,0.9906976744186047,5.539287999970838,Genetic Algorithm,3sat_n50_r4.3.json,50,4.3
0.9866666666666667,7.034497000044212,4.0,0.0,0,2,0.9866666666666667,0.9866666666666667,7.751563900033943,Genetic Algorithm,3sat_n50_r6.json,50,6.0
