mean_satisfaction_rate,mean_runtime_seconds,mean_unsatisfied_clauses,full_satisfaction_rate,full_satisfaction_count,run_count,best_satisfaction_rate,worst_satisfaction_rate,worst_runtime_seconds,algorithm_name,instance_name,n,ratio
1.0,1.392823199974373,0.0,1.0,1,1,1.0,1.0,1.392823199974373,Genetic Algorithm,3sat_n100_r3.json,100,3.0
0.9906976744186047,8.71866399992723,4.0,0.0,0,1,0.9906976744186047,0.9906976744186047,8.71866399992723,Genetic Algorithm,3sat_n100_r4.3.json,100,4.3
0.9816666666666667,10.004063899978064,11.0,0.0,0,1,0.9816666666666667,0.9816666666666667,10.004063899978064,Genetic Algorithm,3sat_n100_r6.json,100,6.0
0.9977777777777778,7.201132499962114,1.0,0.0,0,1,0.9977777777777778,0.9977777777777778,7.201132499962114,Genetic Algorithm,3sat_n150_r3.json,150,3.0
0.9891472868217054,8.633916500024498,7.0,0.0,0,1,0.9891472868217054,0.9891472868217054,8.633916500024498,Genetic Algorithm,3sat_n150_r4.3.json,150,4.3
0.98,11.833893099916168,18.0,0.0,0,1,0.98,0.98,11.833893099916168,Genetic Algorithm,3sat_n150_r6.json,150,6.0
0.9966666666666667,14.332434899988584,2.0,0.0,0,1,0.9966666666666667,0.9966666666666667,14.332434899988584,Genetic Algorithm,3sat_n200_r3.json,200,3.0
0.9941860465116279,17.34810879989527,5.0,0.0,0,1,0.9941860465116279,0.9941860465116279,17.34810879989527,Genetic Algorithm,3sat_n200_r4.3.json,200,4.3
0.9775,31.436790400068276,27.0,0.0,0,1,0.9775,0.9775,31.436790400068276,Genetic Algorithm,3sat_n200_r6.json,200,6.0
0.996,30.724731600028463,6.0,0.0,0,1,0.996,0.996,30.724731600028463,Genetic Algorithm,3sat_n500_r3.json,500,3.0
0.986046511627907,28.905561799998395,30.0,0.0,0,1,0.986046511627907,0.986046511627907,28.905561799998395,Genetic Algorithm,3sat_n500_r4.3.json,500,4.3
0.975,34.955699300044216,75.0,0.0,0,1,0.975,0.975,34.955699300044216,Genetic Algorithm,3sat_n500_r6.json,500,6.0
1.0,0.6851364999311045,0.0,1.0,1,1,1.0,1.0,0.6851364999311045,Genetic Algorithm,3sat_n50_r3.json,50,3.0
0.9906976744186047,2.9844819999998435,2.0,0.0,0,1,0.9906976744186047,0.9906976744186047,2.9844819999998435,Genetic Algorithm,3sat_n50_r4.3.json,50,4.3
0.9866666666666667,4.456947699887678,4.0,0.0,0,1,0.9866666666666667,0.9866666666666667,4.456947699887678,Genetic Algorithm,3sat_n50_r6.json,50,6.0
1.0,0.0659451000392437,0.0,1.0,1,1,1.0,1.0,0.0659451000392437,Simulated Annealing,3sat_n100_r3.json,100,3.0
0.9953488372093023,0.7212514999555424,2.0,0.0,0,1,0.9953488372093023,0.9953488372093023,0.7212514999555424,Simulated Annealing,3sat_n100_r4.3.json,100,4.3
0.9833333333333333,0.823159100022167,10.0,0.0,0,1,0.9833333333333333,0.9833333333333333,0.823159100022167,Simulated Annealing,3sat_n100_r6.json,100,6.0
1.0,0.0045631000539287925,0.0,1.0,1,1,1.0,1.0,0.0045631000539287925,Simulated Annealing,3sat_n150_r3.json,150,3.0
0.9968992248062015,1.0230176999466494,2.0,0.0,0,1,0.9968992248062015,0.9968992248062015,1.0230176999466494,Simulated Annealing,3sat_n150_r4.3.json,150,4.3
0.9877777777777778,1.3127673000562936,11.0,0.0,0,1,0.9877777777777778,0.9877777777777778,1.3127673000562936,Simulated Annealing,3sat_n150_r6.json,150,6.0
1.0,0.005454299971461296,0.0,1.0,1,1,1.0,1.0,0.005454299971461296,Simulated Annealing,3sat_n200_r3.json,200,3.0
0.9976744186046511,1.9995376999722794,2.0,0.0,0,1,0.9976744186046511,0.9976744186046511,1.9995376999722794,Simulated Annealing,3sat_n200_r4.3.json,200,4.3
0.985,2.2886655000038445,18.0,0.0,0,1,0.985,0.985,2.2886655000038445,Simulated Annealing,3sat_n200_r6.json,200,6.0
1.0,0.212464899988845,0.0,1.0,1,1,1.0,1.0,0.212464899988845,Simulated Annealing,3sat_n500_r3.json,500,3.0
0.9934883720930232,4.484294299967587,14.0,0.0,0,1,0.9934883720930232,0.9934883720930232,4.484294299967587,Simulated Annealing,3sat_n500_r4.3.json,500,4.3
0.9823333333333333,4.39997560007032,53.0,0.0,0,1,0.9823333333333333,0.9823333333333333,4.39997560007032,Simulated Annealing,3sat_n500_r6.json,500,6.0
1.0,0.015055500087328255,0.0,1.0,1,1,1.0,1.0,0.015055500087328255,Simulated Annealing,3sat_n50_r3.json,50,3.0
0.9906976744186047,0.5161778000183403,2.0,0.0,0,1,0.9906976744186047,0.9906976744186047,0.5161778000183403,Simulated Annealing,3sat_n50_r4.3.json,50,4.3
0.9866666666666667,0.585078899981454,4.0,0.0,0,1,0.9866666666666667,0.9866666666666667,0.585078899981454,Simulated Annealing,3sat_n50_r6.json,50,6.0
