mean_satisfaction_rate,mean_runtime_seconds,mean_unsatisfied_clauses,full_satisfaction_rate,full_satisfaction_count,run_count,best_satisfaction_rate,worst_satisfaction_rate,worst_runtime_seconds,algorithm_name
0.993130060292851,11.947066169992711,8.1,0.26666666666666666,8,30,1.0,0.9823333333333333,29.507443299982697,Genetic Algorithm
