mean_satisfaction_rate,mean_runtime_seconds,mean_unsatisfied_clauses,full_satisfaction_rate,full_satisfaction_count,run_count,best_satisfaction_rate,worst_satisfaction_rate,worst_runtime_seconds,algorithm_name
0.9931758828596038,12.986503283349641,7.633333333333334,0.3333333333333333,10,30,1.0,0.9833333333333333,54.90156639995985,Binary Swarm (BSGO)
