mean_satisfaction_rate,mean_runtime_seconds,mean_unsatisfied_clauses,full_satisfaction_rate,full_satisfaction_count,run_count,best_satisfaction_rate,worst_satisfaction_rate,worst_runtime_seconds,algorithm_name,instance_name,n,ratio
0.9968992248062015,1.255918400012888,2.0,0.0,0,1,0.9968992248062015,0.9968992248062015,1.255918400012888,Simulated Annealing,3sat_n150_r4.3.json,150,4.3
0.9877777777777778,2.1017632000148296,11.0,0.0,0,1,0.9877777777777778,0.9877777777777778,2.1017632000148296,Simulated Annealing,3sat_n150_r6.json,150,6.0
1.0,0.005946299992501736,0.0,1.0,1,1,1.0,1.0,0.005946299992501736,Simulated Annealing,3sat_n200_r3.json,200,3.0
0.9976744186046511,1.64660089998506,2.0,0.0,0,1,0.9976744186046511,0.9976744186046511,1.64660089998506,Simulated Annealing,3sat_n200_r4.3.json,200,4.3
0.985,3.2545733000151813,18.0,0.0,0,1,0.985,0.985,3.2545733000151813,Simulated Annealing,3sat_n200_r6.json,200,6.0
1.0,0.08553290006238967,0.0,1.0,1,1,1.0,1.0,0.08553290006238967,Simulated Annealing,3sat_n500_r3.json,500,3.0
0.9934883720930232,3.9784620000282302,14.0,0.0,0,1,0.9934883720930232,0.9934883720930232,3.9784620000282302,Simulated Annealing,3sat_n500_r4.3.json,500,4.3
0.9823333333333333,4.124693299992941,53.0,0.0,0,1,0.9823333333333333,0.9823333333333333,4.124693299992941,Simulated Annealing,3sat_n500_r6.json,500,6.0
1.0,0.030685200006701052,0.0,1.0,1,1,1.0,1.0,0.030685200006701052,Simulated Annealing,3sat_n50_r3.json,50,3.0
0.9906976744186047,0.45299969997722656,2.0,0.0,0,1,0.9906976744186047,0.9906976744186047,0.45299969997722656,Simulated Annealing,3sat_n50_r4.3.json,50,4.3
0.9866666666666667,0.8044748000102118,4.0,0.0,0,1,0.9866666666666667,0.9866666666666667,0.8044748000102118,Simulated Annealing,3sat_n50_r6.json,50,6.0
